rpt_type_name,title,organ_name,author_name,create_date
行业点评,金价周期弱化，成长整装待发——黄金珠宝行业专题报告,国泰君安,"刘越男,苏颖",2022-02-16
行业点评,黄金珠宝行业研究：1月线上同比略降，头部品牌发力抖音,国金证券,罗晓婷,2022-02-15
深度研究,渠道规模反哺头部优势，投资＋悦己需求双驱动——黄金珠宝行业深度报告,光大证券,"唐佳睿,田然",2022-02-21
行业点评,阿里再探自营电商，或与京东正面交锋：商贸零售周报,莫尼塔,"黄天天,罗超,张嘉树,崔晓静",2022-02-21
行业点评,黄金珠宝延续高景气度，春节7天全国黄金消费同比增长13％——行业周报（20220214－20220218）,上海证券,"彭毅,张洪乐",2022-02-21
行业点评,商业贸易行业周报（第七周）,华泰证券,"林寰宇,张诗宇",2022-02-20
行业点评,大消费：五粮液人事调整，开启曾从钦时代,平安证券,张晋溢,2022-02-20
行业点评,行情仍然反复，消费信心仍需政策扶持——零售行业周报第421期（2022.02.14－2022.02.18）,光大证券,"唐佳睿,田然",2022-02-20
行业点评,商贸零售：稳就业促消费，政策支持服务业恢复发展—《关于促进服务业领域困难行业恢复发展的若干政策》点评,申万宏源证券,"赵令伊,张玲玉",2022-02-20
行业点评,商业贸易：《关于促进服务业领域困难行业恢复发展的若干政策》对美团的影响,海通证券,"汪立亭,李宏科,曹蕾娜",2022-02-20
行业点评,商贸零售：服务业纾困细则出台，国家纾困决心支撑消费复苏信心，迎接服务业反转复苏,天风证券,"刘章明,何富丽,张一帆",2022-02-20
行业点评,商业贸易：多部门联合印发服务业纾困政策，1月CPI涨幅继续回落,中信建投,"刘乐文,周博文",2022-02-20
深度研究,商业贸易：天然钻石承载价值符号，培育钻石拓展功能赛道,中信建投,"刘乐文,周博文,陈如练",2022-02-20
行业点评,零售业：如何看黄金珠宝龙头拓店空间和竞争形势？,长江证券,"李锦,陈亮,罗祎",2022-02-20
行业点评,天然钻石供不应求，培育钻石景气向上——培育钻石双周观察（2022.02.07－02.20）,国泰君安,"刘越男,苏颖",2022-02-20
行业点评,Shopify财报喜忧参半，全生态与履约或是未来重心——跨境电商行业观察13,国泰君安,"刘越男,陈笑",2022-02-20
行业点评,商业贸易行业点评：培育钻石定价体系研究——锚定需求，而非成本,东吴证券,"吴劲草,谭志千",2022-02-24
行业点评,商业贸易行业点评：天然钻石终端消费旺盛，高品级大克拉裸钻提价更为明显，或带动培育钻石量价双升,东吴证券,"吴劲草,谭志千",2022-02-23
行业点评,商超零售渠道的演变探讨,海通证券,"汪立亭,李宏科,康璐",2022-02-23
深度研究,宠物食品行业深度：国产品牌正迅速崛起，乖宝线上突围领风骚,兴业证券,"刘嘉仁,代凯燕,涂佳妮",2022-02-23
行业点评,如何看待黄金消费新景气周期的可持续性？黄金珠宝专题报告,西部证券,许光辉,2022-02-22
行业点评,个性化需求点亮珠宝行业未来之路：珠宝行业：年轻化、多元化、品牌化趋势,野村东方国际证券,"章鹏,张影秋",2022-02-28
行业点评,商超零售渠道的演变探讨,海通国际证券,"汪立亭,李宏科",2022-02-28
行业点评,商业贸易行业跟踪周报2022年第8期：国际政治形势动荡，黄金价格明显提升，关注黄金珠宝投资机会,东吴证券,"吴劲草,张家璇,阳靖",2022-02-27
行业点评,商业贸易行业周报（第八周）,华泰证券,"林寰宇,张诗宇",2022-02-27
行业点评,健身赛道超万亿市场，运动科技电商KEEP崛起——一文看懂KEEP招股书,国泰君安,"刘越男,陈笑",2022-02-27
行业点评,中国零售：《关于促进服务业领域困难行业恢复发展的若干政策》对美团的影响,海通国际证券,"汪立亭,李宏科,高瑜,王波锦",2022-02-27
行业点评,供需紧平衡加剧，培育钻石板块迎布局良机——02／21－02／25商业贸易周报,德邦证券,"郑澄怀,易丁依",2022-02-27
行业点评,菜鸟与店匠科技达成合作，腾讯内测鹅享团首涉团购——商贸零售行业周报（2022.02.21－02.25）,国泰君安,刘越男,2022-02-26
行业点评,短期金价上涨，利好黄金珠宝板块——零售行业周报第422期（2022.02.21－2022.02.25）,光大证券,"唐佳睿,田然",2022-02-26
行业点评,小锅骨汤，热辣扩张2022年02月25日——一文看懂杨国福招股书,国泰君安,"刘越男,陈京",2022-02-25
行业点评,商贸零售：阿里巴巴：业绩符合预期，投入从探索式到聚焦式、经营拐点或在消费恢复态势,天风证券,"刘章明,李田",2022-03-02
行业点评,商贸零售：黄金珠宝延续高景气度，投资者避险情绪推升金价——行业周报（20220221－20220225）,上海证券,"彭毅,张洪乐",2022-02-28
行业点评,断电商外链，买欧冠版权，快手基本面有望边际向好：商贸零售周报,莫尼塔,"黄天天,罗超,张嘉树,崔晓静",2022-02-28
行业点评,政府报告指出推动线上线下消费深度融合——商贸零售行业周报（2022.02.28－03.06）,国泰君安,刘越男,2022-03-06
行业点评,批发零售业：Alrosa退出两大行业组织，培育钻渗透加速提升——培育钻石双周观察（2022.02.21－03.06）,国泰君安,"刘越男,苏颖",2022-03-06
行业点评,商业贸易：经济稳增长，支持消费稳健发展,华泰证券,"林寰宇,张诗宇",2022-03-06
行业点评,商业贸易行业周报（第九周）,华泰证券,"林寰宇,张诗宇",2022-03-06
行业点评,强调共同富裕，线上线下融合助力生活服务发展——政府工作报告中关于零售行业内容的解读,光大证券,"唐佳睿,田然",2022-03-05
行业点评,黄金珠宝行业研究：1－2月淘系销售同增13％，抖音持续分流,国金证券,"罗晓婷,蔡昕妤",2022-03-05
行业点评,疫情反复拖累线下消费，建议短期观望——零售行业周报第423期（2022.02.28－2022.03.04）,光大证券,"唐佳睿,田然",2022-03-05
行业点评,黄金首饰旺季复盘：高景气延续，品牌两极分化──黄金珠宝行业系列专题报告,浙商证券,"马莉,陈腾曦,刘雪瑞",2022-03-03
行业点评,商贸零售：黄金珠宝延续复苏态势，电商行业趋于规范发展——行业周报（20220228－20220304）,上海证券,"彭毅,张洪乐",2022-03-07
行业点评,跨境电商系列之子不语：高性价比＋设计驱动＋小单快反的跨境出口服饰龙头,广发证券,"洪涛,童若琰",2022-03-07
深度研究,商社：珠宝零售行业短、中、长期投资逻辑——黄金珠宝系列专题研究之一,中泰证券,"皇甫晓晗,苏畅",2022-03-06
行业点评,降佣纾困新规落地，美团彰显社会责任：商贸零售周报,莫尼塔,"黄天天,罗超,张嘉树,崔晓静",2022-03-06
行业点评,商业贸易：稳健即价值，重视低估值稳成长标的机会,海通证券,"汪立亭,李宏科,高瑜",2022-03-13
行业点评,黄金珠宝行业研究：对俄制裁升级，天然钻上游供应不确定性加大,国金证券,罗晓婷,2022-03-13
行业点评,商业贸易行业周报（第十周）,华泰证券,"林寰宇,张诗宇",2022-03-13
行业点评,商业贸易行业跟踪周报2022年第10期：《新冠病毒抗原检测应用方案》试行：关注免税、机场、航空等疫后恢复板块,东吴证券,"吴劲草,张家璇,阳靖",2022-03-13
行业点评,疫情拖累线下恢复，超市板块或有交易性机会——零售行业周报第424期（2022.03.07－2022.03.11）,光大证券,"唐佳睿,田然",2022-03-12
行业点评,毛坯天然钻石产量持续下降，盒马邻里上线到家服务——商贸零售行业周报（2022.03.07－03.13）,国泰君安,刘越男,2022-03-12
行业点评,黄金珠宝行业研究：2月天然钻涨价，国内培育钻需求快速释放,国金证券,罗晓婷,2022-03-09
行业点评,商贸零售：李子园：大单品战略打造甜牛奶巨头，多产品、全渠道布局再添增长新动力,天风证券,刘章明,2022-03-08
行业点评,商贸零售行业快评：聚焦“两会”生育政策论题，关注母婴行业细分赛道发展机遇,国信证券,"张峻豪,王畅",2022-03-14
行业点评,国内多地疫情反弹，关注居家消费机会——行业周报（20220307－20220311）,上海证券,"彭毅,张洪乐",2022-03-14
行业点评,出口增速下滑，多因素或致跨境电商分化——跨境电商行业观察14,国泰君安,"刘越男,陈笑",2022-03-13
行业点评,疫情反复困扰线下零售，短期外卖业务受益——零售行业周报第425期（2022.03.14－2022.03.18）,光大证券,"唐佳睿,田然",2022-03-19
行业点评,Tiffany——百年经典打造高端奢侈品珠宝品牌：珠宝行业海外对标公司研究系列报告,招商证券,"刘丽,赵中平,宋盈盈",2022-03-17
行业点评,批零贸易业：疫情扰动或持续，中国大陆份额继续下调——瑞表行业2022年2月数据点评,国泰君安,"刘越男,陈笑",2022-03-17
行业点评,2022年2月培育钻石数据点评：进出口额同比高增，景气度持续高企,华创证券,"王薇娜,胡琼方",2022-03-16
行业点评,黄金珠宝高景气持续，1－2月增速优于预期——黄金珠宝1－2月社零数据点评,国泰君安,"刘越男,苏颖",2022-03-16
行业点评,京东：收入增长稳健、获客减缓费用增加，指引增速将持续快于行业、22全年费率回归常态,天风证券,"刘章明,李田",2022-03-16
行业点评,中国零售：稳健即价值，重视低估值稳成长标的机会,海通国际证券,"汪立亭,李宏科,高瑜,王波锦",2022-03-15
行业点评,零售：超市龙头积极应变局，望迎情绪面估值修复,中金,"樊俊豪,郑慧琳,石狄",2022-03-15
行业点评,京东发布四季度财报，整体业绩喜忧参半：商贸零售周报,莫尼塔,"黄天天,罗超,张嘉树,崔晓静",2022-03-14
行业点评,商业贸易：互联网电商怎么看：短期估值修复，重视业绩修复强的个股,海通证券,"汪立亭,李宏科,曹蕾娜",2022-03-20
行业点评,主要消费产业行业研究：方便速食疫情受益，高线城市外卖强度承压,国金证券,"张敏敏,廖馨瑶",2022-03-20
行业点评,商业贸易行业跟踪周报2022年第11期：《新型冠状病毒肺炎诊疗方案》试行第九版：关注免税、机场、航空等疫后恢复板块,东吴证券,"吴劲草,张家璇,阳靖",2022-03-20
行业点评,二月淘系美妆改善，重点国货品牌增速快：商贸零售周报,莫尼塔,"黄天天,罗超,张嘉树,崔晓静",2022-03-20
行业点评,美团电商新增自营和跨境，家家悦拟定增募资6.08亿元——商贸零售行业周报（2022.03.07－03.13）,国泰君安,刘越男,2022-03-20
行业点评,商业贸易：多元新品涌现，口腔护理风起,华安证券,王洪岩,2022-03-19
行业点评,商贸零售：疫情管控趋严，囤货潮下关注居家消费机会——行业周报（20220314－20220318）,上海证券,"彭毅,张洪乐",2022-03-21
行业点评,互联网电商怎么看：短期估值修复，重视业绩修复强的个股,海通国际证券,"汪立亭,李宏科,高瑜,王波锦",2022-03-21
行业点评,可选消费行业周报（第十一周）,华泰证券,"林寰宇,张诗宇",2022-03-21
行业点评,批发零售业：海外需求高增再确认，国内品牌积极布局——培育钻石双周观察（2022.03.07－03.20）,国泰君安,"刘越男,苏颖",2022-03-20
行业点评,拼多多发布四季度财报，有望迎来估值修复：商贸零售周报,莫尼塔,"黄天天,罗超,张嘉树,崔晓静",2022-03-27
行业点评,跨境电商行业快评：美国恢复部分商品关税豁免，跨境电商B2C出口企业有望受益,国信证券,"张峻豪,柳旭",2022-03-27
行业点评,商贸零售行业跟踪周报2022年第12期：海旅收购乾景园林：离岛免税重要玩家有望上市，关注免税行业加速扩张,东吴证券,"吴劲草,张家璇,阳靖",2022-03-27
行业点评,旧爱成新欢，二奢产业正迎爆发期：新经济深度研究系列（一）：中国二手奢侈品产业研究系列报告之一,国泰君安,"朱峰,鲍雁辛",2022-03-26
行业点评,多地疫情反复，线下业态短期承压——零售行业周报第426期（2022.03.21－2022.03.25）,光大证券,"唐佳睿,田然",2022-03-26
深度研究,商贸零售：一文看懂仓储会员店：体验升级＋效率制胜，渠道新模式行以致远,天风证券,刘章明,2022-03-24
行业点评,美国豁免部分对华关税，或为出口链公司带来较大弹性——跨境电商行业点评报告,国元证券,"徐偲,余倩莹",2022-03-24
行业点评,批零贸易业：美国豁免部分关税，跨境外部环境现暖意,国泰君安,"刘越男,陈笑",2022-03-24
行业点评,中概互联大幅反弹，重庆百货高分红——商贸零售行业周报（2022.03.21－03.27）,国泰君安,刘越男,2022-03-27
行业点评,行业波动性加剧，关注一季报业绩情况——零售行业周报第427期（2022.03.28－2022.04.01）,光大证券,"唐佳睿,田然",2022-04-02
行业点评,证监会：坚定支持企业根据自身意愿自主选择上市地——商贸零售行业周报（2022.03.28－04.03）,国泰君安,刘越男,2022-04-02
行业点评,疫情压制家电一季度需求，涨价或将持续：商贸零售周报,莫尼塔,"黄天天,罗超,张嘉树,崔晓静",2022-04-01
行业点评,疫情反复终端扰动，谨慎关注监管进展：商贸零售行业周报（2022.03.21－03.27）,东亚前海证券研究所,倪华,2022-03-31
行业点评,俄乌战事短期推高金价，预计全年波动回调后震荡上行：黄金珠宝行业研究系列报告——金价走势分析,招商证券,"刘丽,赵中平,宋盈盈",2022-03-31
行业策略,把握低估值边际修复，关注供给效率提升：商贸零售行业2022年春季投资策略,国泰君安,"刘越男,于清泰,陈笑,苏颖",2022-03-30
深度研究,代运营生意模式稳健，低估值静待分化成长──电商代运营行业报告,浙商证券,陈腾曦,2022-03-30
深度研究,电商行业研究：数商兴农，下沉零售数字化趋势探讨,国金证券,"李敬雷,廖馨瑶",2022-03-30
行业点评,商贸零售：珀莱雅Q1业绩预增，力量钻石拟定增强化业务布局,民生证券,刘文正,2022-03-28
深度研究,纵览电商之九：解析Shopify，把脉电商独立站崛起,长江证券,"李锦,陈亮,罗祎",2022-03-28
行业点评,互联网电商：美团21Q4点评：外部压力下盈利显韧性，着力零售业务长远发展,天风证券,文浩,2022-03-28
行业点评,商业贸易行业周报（第十二周）,华泰证券,"林寰宇,张诗宇",2022-03-28
行业策略,旧爱成新欢，二奢产业正迎爆发期：中国二手奢侈品产业研究,国泰君安,"朱峰,鲍雁辛",2022-03-28
行业点评,商贸零售：叮咚买菜采用“定向保供”模式，美团外卖启动商家扶持计划——行业周报（20220321－20220325）,上海证券,"彭毅,张洪乐",2022-03-28
行业点评,零售业：黄金珠宝行业的关注点及趋势预判,长江证券,"李锦,陈亮,罗祎",2022-03-28
行业点评,业绩进入密集披露期，高增逐步兑现——培育钻石双周观察（2022.03.21－04.03）,国泰君安,"刘越男,苏颖",2022-04-04
行业点评,疫情防控趋严，具有生鲜供应链优势的头部企业经营现韧性——行业周报,上海证券,"彭毅,张洪乐",2022-04-04
行业点评,跨境综试区首次大考将出炉，品牌出海步伐不止——跨境电商行业观察15,国泰君安,"刘越男,陈笑",2022-04-04
行业策略,2022春季策略研讨会：消费圈层化带来投资新机遇,国泰君安,赵瑞,2022-04-04
行业点评,大消费行业周报：“i茅台”APP正式上线，茅台步入“千亿时代”,平安证券,"张晋溢,王萌,潘俊汝",2022-04-03
行业点评,疫情持续供求疲软，零售展现业绩韧性：商贸零售行业周报（2022.03.28－04.03）,东亚前海证券研究所,倪华,2022-04-06
深度研究,商贸零售：培育钻石行业研究报告：品牌百花齐放，孕育钻石新生,天风证券,刘章明,2022-04-06
行业点评,商业贸易行业周报（第十三周）,华泰证券,"林寰宇,张诗宇",2022-04-05
行业点评,商贸零售行业跟踪周报：疫情对免税行业影响几何，关注赴岛游客及线上平台折扣情况,东吴证券,"吴劲草,张家璇,阳靖",2022-04-10
行业点评,电商平台助力上海抗疫——商贸零售行业周报（2022.04.04－04.10）,国泰君安,刘越男,2022-04-09
行业点评,民生商社：“庖丁解牛”拆析招股书（四）：名创优品,民生证券,"刘文正,辛泽熙,童嘉伟",2022-04-09
行业策略,零售行业月度投资策略：疫情影响可选消费承压，关注业绩稳健优质企业,山西证券,谷茜,2022-04-08
行业点评,商超行业快评：短看疫情及通胀下同店表现，中长期把握龙头经营修复机遇,国信证券,"张峻豪,柳旭",2022-04-08
行业点评,快手21Q4业绩亮眼，亏损逐步缩窄：商贸零售周报,莫尼塔,"黄天天,罗超,张嘉树,崔晓静",2022-04-08
行业点评,疫情防控形势严峻，零售电商积极保供：商贸零售行业周报（2022.04.04－04.10）,东亚前海证券研究所,倪华,2022-04-11
行业点评,商贸零售行业跟踪报告：疫情多点爆发，超市保供价值凸显,华创证券,王薇娜,2022-04-14
行业点评,商业贸易：社区团购：精益运营，徐图进取,华泰证券,"林寰宇,张诗宇",2022-04-14
行业点评,每日一图：私域流量运作将成为未来中国消费品公司重点营销方式,浦银国际,"林闻嘉,桑若楠",2022-04-14
行业点评,商贸零售行业点评报告：主要城市奥密克戎疫情复盘，上海新增首降下关注消费和出行板块投资机会,东吴证券,"吴劲草,石旖瑄,张家璇,谭志千,阳靖",2022-04-13
行业点评,可选消费：促消费政策渐落地，深化稳增长预期,华泰证券,"林寰宇,王森泉,张诗宇",2022-04-13
行业点评,疫情防控趋严，关注具有生鲜供应链优势的头部企业——行业周报（20220404－20220408）,上海证券,"彭毅,张洪乐",2022-04-11
行业点评,寻找疫情修复后的弹性，建议适当配置百货股——零售行业周报第427期（2022.04.06－2022.04.15）,光大证券,"唐佳睿,田然",2022-04-16
行业点评,传统零售业绩突围——商贸零售行业周报（2022.04.11－04.17）,国泰君安,刘越男,2022-04-16
行业点评,终端消费承压，关注疫后复苏——商业贸易行业2022年一季报业绩前瞻,申万宏源证券,"赵令伊,张玲玉",2022-04-15
行业点评,产业仍处发展初期，头部平台最具竞争力与商业价值：新经济深度研究系列（一）：中国二手奢侈品产业研究系列报告之三,国泰君安,"朱峰,鲍雁辛",2022-04-15
行业点评,京东调配人员及物资保证上海供应，关注具有生鲜供应链优势的头部企业——行业周报（20220411－20220415）,上海证券,"彭毅,张洪乐",2022-04-18
深度研究,龙头逐步显现，国内主要二奢交易平台梳理：新经济深度研究系列（一）：中国二手奢侈品产业研究系列报告之四,国泰君安,"朱峰,鲍雁辛",2022-04-18
行业点评,黄金珠宝行业研究：Q1培育钻需求旺盛，板块估值调整性价比凸显,国金证券,"罗晓婷,蔡昕妤",2022-04-17
行业点评,商贸零售行业跟踪报告：3月培育钻石数据点评：进口额大幅增长，天然钻价格回落,华创证券,"王薇娜,胡琼方,姚婧",2022-04-17
行业点评,3月电商数据：履约及供应链影响逐步显现，环比增速显著下降,中金,"白洋,吴维佳,焦莞",2022-04-19
行业点评,批发零售业：上游积极定增投产，中游进口集中释放——培育钻石双周观察（2022.04.04－04.17）,国泰君安,"刘越男,苏颖",2022-04-18
行业点评,零售电商驰援疫区，市场验证业绩本色：商贸零售行业周报（2022.04.11－04.17）,东亚前海证券研究所,倪华,2022-04-18
行业点评,三月消费数据较弱，四月预计仍然乏力——零售行业周报第429期（2022.04.18－2022.04.22）,光大证券,"唐佳睿,田然",2022-04-23
行业点评,疫情带动即时消费与近场商业崛起——国泰君安国内消费市场观察报告,国泰君安,"訾猛,邱苗",2022-04-23
行业点评,商贸零售行业：批零社服行业1Q2022公募基金持仓分析,广发证券,"洪涛,嵇文欣,包晗",2022-04-25
深度研究,零售业：纵览电商之十：Shopee的制胜之道,长江证券,"李锦,陈亮,罗祎",2022-04-25
行业点评,十部门发文稳外贸，GoTo上市开启东南亚电商新篇章——跨境电商行业观察16,国泰君安,"刘越男,陈笑",2022-04-24
行业点评,电商4Q21总结与1Q22展望：降本增效，平稳过冬,广发证券,"洪涛,童若琰",2022-04-24
行业点评,大消费行业周报：舍得酒业经营稳健，增产扩能持续发展,平安证券,"张晋溢,王萌,潘俊汝",2022-04-24
行业点评,商贸零售：电商平台齐发力共同抗疫，物资及运力均有边际改善——行业周报（20220418－20220422）,上海证券,"彭毅,张洪乐",2022-04-24
行业点评,直播电商行业跟踪：人民日报带货首秀，直播电商释放积极信号,广发证券,"洪涛,童若琰",2022-04-27
行业点评,批发零售业：会员制精准锚定，供应链回归本源——仓储超市行业报告,国泰君安,"刘越男,于清泰",2022-04-27
行业点评,时光之璀璨果实，以岁月匠心为城池：黄金珠宝零售行业专题研究系列一,中信证券,"杜一帆,徐晓芳",2022-04-26
行业点评,天猫新品创新中心（TMIC）点评：全链路服务品牌新品孵化，提升天猫商业竞争力,招商证券,"丁浙川,李秀敏",2022-04-25
行业点评,可选消费行业周报（第十六周）,华泰证券,"林寰宇,张诗宇",2022-04-25
行业点评,每日一图：预制菜的重要性将在家庭和标准化餐饮中进一步提升,浦银国际,"林闻嘉,桑若楠",2022-04-27
行业点评,上海疫情收窄北京疫情发酵，锦江Q1业绩微降：商贸社服行业周报,招商证券,"丁浙川,李秀敏",2022-05-04
行业点评,珠宝行业重点公司2021年报＆2022一季报综述：黄金产品消费需求提升，渠道扩张持续推进,招商证券,"刘丽,赵中平,宋盈盈",2022-05-03
行业点评,美国市场持续升温，关注出货节奏释放——培育钻石双周观察（2022.04.18－05.02）,国泰君安,"刘越男,苏颖",2022-05-03
行业点评,商业贸易：稳增长基调下，促平台经济健康发展,华泰证券,"林寰宇,张诗宇",2022-05-03
行业点评,上海稳步推进复工复产，关注上海本地商业股的修复机会——行业周报（20220425－20220429）,上海证券,"彭毅,张洪乐",2022-05-02
行业点评,政策为稳增长助力，消费或迎边际改善——消费刺激政策分析及展望,国元证券,"徐偲,余倩莹",2022-05-02
行业点评,平台互联网：政策边际回暖，把握产业趋势——电商行业事件点评,国泰君安,"刘越男,于清泰",2022-05-02
行业点评,商业贸易：4月政治局会议点评：促进平台经济健康发展，静待基本面触底反弹,海通证券,"汪立亭,李宏科,曹蕾娜",2022-05-02
行业点评,疫情反复影响恢复进程，关注低估值高股息百货个股——商贸零售行业2021年年报及2022年一季报总结,光大证券,"唐佳睿,田然",2022-05-01
行业点评,中央定调支持平台经济规范健康发展——商贸零售行业周报（2022.04.25－05.01）,国泰君安,刘越男,2022-05-01
行业点评,一季报整体表现较弱，期待消费复苏政策——零售行业周报第430期（2022.04.25－2022.04.29）,光大证券,"唐佳睿,田然",2022-04-30
深度研究,跨境电商行业深度研究报告：国牌出海：从至暗时刻到星河长明,华创证券,秦一超,2022-04-28
行业点评,“五一”消费数据出炉，消费券成增长亮点——国泰君安国内消费市场观察专题报告,国泰君安,"訾猛,邱苗",2022-05-05
行业点评,黄金珠宝系列专题之十一：景气回升，分化加剧,长江证券,"李锦,陈亮,罗祎",2022-05-05
行业点评,商贸零售行业2021年报＆2022一季报综述：复苏与成长并举，稳健与弹性兼具,民生证券,刘文正,2022-05-05
行业点评,黄金珠宝行业研究：局部地区五一假期需求旺盛，期待进一步恢复,国金证券,"罗晓婷,蔡昕妤",2022-05-04
行业点评,必选提速，传统零售业绩修复：商贸零售行业2021年报暨2022一季报综述,国泰君安,"刘越男,陈笑,于清泰,苏颖",2022-05-04
行业点评,城镇化建设意见重磅出炉，释放县城消费增长潜力——国泰君安国内消费市场观察专题报告,国泰君安,"訾猛,邱苗",2022-05-07
行业点评,疫情影响导致大陆份额创近2年来新低——瑞表行业2022年3月数据点评,国泰君安,"刘越男,陈笑",2022-05-07
深度研究,免税行业深度探究（一）：免税、进口跨境电商、一般贸易、海淘业态详细对比分析,东吴证券,"吴劲草,石旖瑄",2022-05-06
行业点评,中国零售4月政治局会议点评：促进平台经济健康发展，静待基本面触底反弹,海通国际证券,"汪立亭,李宏科,高瑜,王波锦",2022-05-06
行业策略,零售行业月度投资策略：疫情影响聚集型消费，关注基本面扎实的低估值龙头,山西证券,谷茜,2022-05-06
行业点评,零售行业2021年报及2022年一季报综述：必选边际修复，可选静待花开,长江证券,"李锦,陈亮,罗祎",2022-05-05
行业点评,复工复产有序开展，零售电商助力保供：商贸零售行业周报（2022.05.02－05.08）,东亚前海证券研究所,倪华,2022-05-09
行业点评,五五划算节数据出炉，线上消费持续复苏——国泰君安国内消费市场观察专题报告,国泰君安,"訾猛,邱苗",2022-05-09
行业点评,零售行业：积极应对疫情影响，维持推荐经营稳定的优质标的与民生保供企业——4月行业动态报告,银河证券,甄唯萱,2022-05-09
行业点评,商贸零售行业跟踪周报：五一假期客运量受疫情压制，静待消费疫后复苏,东吴证券,"吴劲草,石旖瑄,张家璇,谭志千,阳靖",2022-05-08
行业点评,五一假期旅游市场继续承压，期待下半年板块复苏：社服零售行业周报（20220502－20220508）,西部证券,"许光辉,王璐",2022-05-08
深度研究,洞察商管III：购物中心的小细节与大门道,中金,"成琪然,王惠菁,张宇",2022-05-10
行业点评,21年报及22一季报总结，龙头积极把握不确定中的复苏机会——商贸零售行业点评,国都证券,"韩保倩,王景",2022-05-10
行业点评,一般零售：21年珠宝行业积压需求释放复苏势头良好，22Q1疫情仍有扰动，但龙头呈现加速集中趋势,天风证券,刘章明,2022-05-09
行业点评,上海分阶段推进复商复市，政府继续加大企业纾困力度：商贸社服行业周报,招商证券,"丁浙川,李秀敏",2022-05-15
行业点评,京东新百货正式上线，美团外卖上线预制菜专区——商贸零售行业周报（2022.05.09－05.15）,国泰君安,刘越男,2022-05-15
行业点评,消费短期承压，看好长期复苏——零售行业周报第431期（2022.05.05－2022.05.13）,光大证券,"唐佳睿,田然",2022-05-14
行业点评,疫情防控成效现拐点，关注疫后零售企业的复苏机会——行业周报（20220509－20220513）,上海证券,"彭毅,张洪乐",2022-05-14
行业点评,消费行业每日一图：冷链物流加快布局推进我国食品安全提升以及食品领域的消费升级,浦银国际,"林闻嘉,桑若楠",2022-05-12
深度研究,互联网电商：美团外卖深度：解析外卖市场结构，坚守美团长期价值,天风证券,文浩,2022-05-12
行业点评,疫情短空长多，平台社会价值认可度抬升：新零售行业疫情影响专题,中信证券,"姜娅,杨清朴,王帆",2022-05-11
行业点评,商贸零售：个护行业自主品牌加速品牌建设，ODM业务盈利能力受原材料和海运成本制约,天风证券,"刘章明,吴慧迪",2022-05-15
行业点评,商贸零售行业跟踪周报：超市行业2021年报＆2022Q1复盘：经营环境明显改善，期待业绩修复,东吴证券,"吴劲草,阳靖",2022-05-15
行业点评,海外多个电商平台Q1收入利润承压——跨境电商行业观察17,国泰君安,"刘越男,陈笑",2022-05-15
行业点评,商贸零售行业跟踪报告：2022年4月培育钻石数据点评：进口额环比推荐（维持）下滑，出口需求稳定,华创证券,"王薇娜,姚婧",2022-05-17
行业点评,黄金珠宝行业研究：假期致印4月培育钻进口波动、出口继续高增,国金证券,"罗晓婷,蔡昕妤",2022-05-17
行业点评,海南省国企改革，海汽拟收购海旅投免税：免税行业跟踪点评,招商证券,"丁浙川,李秀敏",2022-05-17
行业点评,保供复工有序推进，疫后零售复苏可期：商贸零售行业周报（2022.05.09－05.15）,东亚前海证券研究所,倪华,2022-05-16
行业点评,调味品4月线上销售跟踪：居家囤货刺激短期需求相对旺盛,海通国际证券,"闻宏伟,万鹏程",2022-05-16
深度研究,黄金珠宝行业深度复盘：鉴往知来之景气、格局与节奏,长江证券,"李锦,陈亮,罗祎",2022-05-16
行业点评,RapNet禁销俄钻石，疫情通胀不确定性抬升——培育钻石双周观察（2022.05.02－05.15）,国泰君安,"刘越男,苏颖",2022-05-16
行业点评,淘宝直播：直播电商领军者，专业化构建护城河——阿里新业务专题研究之五,招商证券,"丁浙川,李秀敏",2022-05-16
行业点评,疫情反复或将压制消费需求，关注618线上复苏——零售行业周报第432期（2022.05.16－2022.05.20）,光大证券,"唐佳睿,田然",2022-05-21
行业点评,商业贸易：海汽集团拟收购海旅免税，免税新星冉冉升起,兴业证券,"刘嘉仁,代凯燕,涂佳妮",2022-05-19
行业策略,高股息低估值加强安全边际，期待可选品复苏弹性——商贸零售行业2022年下半年投资策略,光大证券,"唐佳睿,田然",2022-05-18
行业点评,平台经济：政策暖风频吹，关注产业新趋势——电商行业事件点评,国泰君安,"刘越男,于清泰",2022-05-17
行业点评,电商超市百货财报回顾：格局由乱到治，大盈利改善趋势中把握有望扩张加速的超市龙头和疫后复苏的互联网平台,天风证券,"刘章明,李田",2022-05-17
行业点评,商业贸易：疫情冲击，必选逆势增长,华泰证券,"林寰宇,张诗宇",2022-05-17
行业点评,商贸零售行业跟踪周报：1－4月印度培育钻石出口同比＋74％，进口同比＋86％，下游需求旺盛，高景气延续,东吴证券,"吴劲草,谭志千",2022-05-22
行业点评,多地政府发放消费券，证监会出台多条政策支持疫情纾困：商贸社服行业周报,招商证券,"丁浙川,李秀敏",2022-05-22
行业点评,政协会议推动数字经济发展，明月镜片临床试验主体工作完成——商贸零售行业周报（2022.05.16－05.22）,国泰君安,刘越男,2022-05-22
行业点评,商贸零售行业跟踪报告：以深圳为例，核酸常态化对线下消费影响几何？,华创证券,王薇娜,2022-05-22
